,H9.96h_001,H9.96h_002,H9.96h_003,H9.96h_004,H9.96h_005,H9.96h_006,H9.96h_007,H9.96h_008,H9.96h_009,H9.96h_010,H9.96h_011,H9.96h_012,H9.96h_013,H9.96h_014,H9.96h_015,H9.96h_016,H9.96h_017,H9.96h_018,H9.96h_019,H9.96h_020,H9.96h_021,H9.96h_022,H9.96h_023,H9.96h_024,H9.96h_025,H9.96h_026,H9.96h_027,H9.96h_028,H9.96h_029,H9.96h_030,H9.96h_031,H9.96h_032,H9.96h_033,H9.96h_034,H9.96h_035,H9.96h_036,H9.96h_037,H9.96h_038,H9.96h_039,H9.96h_040,H9.96h_041,H9.96h_042,H9.96h_043,H9.96h_044,H9.96h_045,H9.96h_046,H9.96h_047,H9.96h_048,H9.96h_049,H9.96h_050,H9.96h_051,H9.96h_052,H9.96h_053,H9.96h_054,H9.96h_055,H9.96h_056,H9.96h_057,H9.96h_058,H9.96h_059,H9.96h_060,H9.96h_061,H9.96h_062,H9.96h_063,H9.96h_064,H9.96h_065,H9.96h_066,H9.96h_067,H9.96h_068,H9.96h_069,H9.96h_070,H9.96h_071,H9.96h_072,H9.96h_073,H9.96h_074,H9.96h_075,H9.96h_077,H9.96h_078,H9.96h_079,H9.96h_080,H9.96h_081,H9.96h_082,H9.96h_083,H9.96h_084,H9.96h_085,H9.96h_086,H9.96h_087,H9.96h_088,H9.96h_089,H9.96h_090,H9.96h_091,H9.96h_092,H9.96h_093,H9.96h_094,H9.96h_095,H9.96h_096,H9.96h_097,H9.96h_098,H9.96h_099,H9.96h_100,H9.96h_101,H9.96h_102,H9.96h_103,H9.96h_104,H9.96h_105,H9.96h_106,H9.96h_107,H9.96h_108,H9.96h_109,H9.96h_110,H9.96h_111,H9.96h_112,H9.96h_113,H9.96h_114,H9.96h_115,H9.96h_116,H9.96h_117,H9.96h_118,H9.96h_119,H9.96h_120,H9.96h_121,H9.96h_122,H9.96h_123,H9.96h_124,H9.96h_125,H9.96h_126,H9.96h_127,H9.96h_128,H9.96h_129,H9.96h_130,H9.96h_131,H9.96h_132,H9.96h_133,H9.96h_134,H9.96h_135,H9.96h_136,H9.96h_137,H9.96h_138,H9.96h_139,H9.96h_140,H9.96h_141,H9.96h_142,H9.96h_143,H9.96h_144,H9.96h_145,H9.96h_146,H9.96h_147,H9.96h_148,H9.96h_149,H9.96h_150,H9.96h_151,H9.96h_152,H9.96h_153,H9.96h_154,H9.96h_155,H9.96h_156,H9.96h_157,H9.96h_158,H9.96h_159,H9.96h_160,H9.96h_161,H9.96h_162,H9.96h_163,H9.96h_164,H9.96h_165,H9.96h_166,H9.96h_167,H9.96h_168,H9.96h_169,H9.96h_170,H9.96h_171,H9.96h_173,H9.96h_174,H9.96h_175,H9.96h_176,H9.96h_177,H9.96h_178,H9.96h_179,H9.96h_180,H9.96h_182,H9.96h_183,H9.96h_184,H9.96h_185,H9.96h_186,H9.96h_187,H9.96h_188,H9.96h_189,H9.96h_190,H9.96h_192
papd4,0.0,0.0,0.0,0.0,0.0,0.0,319.71,27.93,0.0,276.24,1.0,0.0,46.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,273.0,0.0,1.0,1.0,388.99,0.0,0.0,9.0,0.0,0.0,3.06,0.0,0.0,0.0,38.0,43.0,1.0,8.0,0.0,234.0,0.0,0.0,0.0,0.0,79.0,0.0,0.0,1177.9,1.0,0.0,0.0,0.0,10.0,560.0,0.0,27.0,0.0,0.0,265.18,0.0,1125.98,0.0,0.0,1.0,100.0,1417.2,1.0,0.0,0.0,34.0,1458.99,0.0,188.0,0.0,0.0,1.0,718.86,0.0,0.0,1.0,323.0,292.58,3.0,29.0,0.0,41.99,441.22,58.0,16.0,114.09,0.0,10.0,60.0,365.0,300.13,336.0,17.0,5.0,30.0,14.0,8.0,10.0,28.0,34.0,52.0,257.0,1.0,0.0,5.0,23.0,0.0,253.05,0.0,438.03,0.0,37.01,70.0,153.0,4.0,22.0,7.0,41.0,30.0,8.0,2.0,105.37,65.0,0.0,19.0,36.0,430.0,0.0,0.0,0.0,0.0,0.0,173.97,5.0,0.0,1.0,0.0,535.02,245.0,215.99,218.0,0.0,0.0,1.0,17.0,247.79,21.0,367.0,0.0,5.0,0.0,0.0,0.0,874.03,0.0,310.98,0.0,0.0,0.0,0.0,0.0,173.8,0.0,0.0,0.0,25.0,0.0,0.0,140.0,0.0,324.0,0.0,0.0,26.0,0.0,1.0,322.0,0.0,0.0,269.0,0.0,25.0,36.0,288.68
papd5,0.0,15.0,1.0,364.8,112.0,18.0,414.54,1.0,17.02,131.16,1.0,24.07,30.09,0.0,2.3,394.58,244.08,0.0,542.21,63.95,0.0,0.0,383.32,100.97,205.87,0.0,202.69,33.0,18.12,155.22,8.0,0.0,36.67,193.52,9.12,26.04,2.0,330.39,3.0,236.04,3.0,135.0,31.0,0.0,52.04,25.0,9.0,5.0,236.22,0.0,24.16,0.0,266.03,2.0,123.0,304.98,0.0,0.0,199.81,321.51,547.0,0.0,2.05,91.5,472.41,3.0,88.01,299.86,341.63,146.81,4.02,690.28,0.0,0.0,177.01,645.19,196.0,90.0,307.91,4.0,2.02,130.54,3.53,0.0,128.83,58.1,3.0,13.87,37.69,186.91,7.21,9.0,6.01,163.03,9.1,53.01,0.0,2.0,87.01,111.0,144.02,372.6,52.06,2.18,0.0,20.04,147.18,10.0,273.98,1.0,143.08,0.0,2.3,0.0,0.0,148.03,12.0,17.01,1.01,1.0,39.0,17.02,0.0,49.5,6.0,2.01,1.01,10.0,24.0,4.0,140.99,23.0,27.46,1.34,1.0,0.0,0.0,82.59,239.55,33.01,85.05,0.0,0.0,320.34,10.63,0.74,1.01,2.42,0.0,127.02,0.0,0.0,1.54,22.92,287.02,2.0,45.53,0.0,118.49,78.49,265.94,2.05,0.0,5.91,0.0,23.41,206.15,48.0,25.71,321.0,35.0,0.0,0.0,0.0,0.0,116.0,12.0,16.93,0.0,0.0,0.0,0.0,43.0,201.18,1.0,3.0,0.0,11.22
papd7,0.0,1.0,33.0,22.0,0.0,5.0,149.0,18.0,236.94,37.0,0.0,150.0,147.97,0.0,4.0,25.0,0.0,0.0,151.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,211.0,0.0,150.9,0.0,0.0,0.0,1.0,0.0,51.0,0.0,4.0,0.0,0.0,31.0,6.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,22.0,0.0,213.0,46.0,82.0,0.0,97.25,0.0,0.0,5.0,49.0,29.0,0.0,0.0,27.0,1.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,169.05,6.0,16.0,0.0,0.0,0.0,12.0,0.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,7.0,1.0,0.0,95.0,35.0,3.0,6.0,32.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,53.0,0.0,4.0,0.0,0.0,0.0,3.0,2.0,0.0,11.0,0.0,0.0,1.0,20.0,1.0,0.0,125.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,12.0,0.0,29.0,0.0,1.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,9.87,0.0,0.0,0.0,0.0,0.0,0.0
papl,19.03,15.42,8.65,8.75,34.23,12.23,16.68,6.74,14.7,16.81,12.56,10.18,7.26,13.83,18.07,9.95,5.74,2.09,0.0,5.36,7.39,3.11,8.12,5.55,7.43,10.22,5.48,4.44,9.92,1.1,4.95,3.99,12.71,7.55,3.68,1.88,15.98,2.37,11.77,2.29,8.33,13.28,1.81,11.93,6.04,6.19,6.08,3.59,16.85,16.33,13.71,0.39,6.68,23.97,9.64,3.03,6.51,6.79,8.6,10.51,9.83,9.22,8.11,6.54,8.16,2.94,5.57,21.68,6.99,3.24,5.92,6.54,1.94,5.17,21.23,5.16,10.66,7.03,12.15,7.14,10.85,21.1,3.34,0.0,7.26,16.53,5.51,22.69,2.01,6.69,13.76,10.37,6.86,12.11,3.8,6.23,10.83,14.72,8.91,19.13,9.52,17.3,17.8,9.15,13.59,18.58,9.51,17.8,17.5,20.73,0.0,16.36,6.36,38.28,10.67,8.33,4.79,12.86,3.14,22.83,5.4,24.36,36.59,3.08,19.36,15.21,16.26,9.39,15.76,13.07,6.61,27.91,18.72,19.99,9.03,19.05,12.21,9.74,12.56,8.86,9.25,21.12,20.55,23.65,22.85,16.05,26.17,19.88,14.5,12.63,1.56,16.14,24.76,17.37,6.13,15.13,12.2,12.1,26.41,14.74,14.87,18.39,14.6,17.7,19.03,18.13,21.57,8.45,4.14,12.18,4.99,26.83,19.03,18.26,15.57,2.99,10.13,8.13,3.9,12.17,5.75,12.61,2.92,9.62,2.72,7.89,10.78,7.49
papln,3.55,8.2,1.13,3.51,6.56,163.65,9.99,64.52,88.52,278.3,6.38,15.74,102.28,4.66,5.92,0.0,3.06,9.95,0.0,3.0,8.49,0.0,0.0,3.31,0.57,4.1,3.57,5.11,6.93,3.17,1.35,3.16,75.66,0.64,0.0,297.46,1.0,2.7,4.73,30.97,81.83,1.74,3.31,5.13,6.47,4.78,6.38,12.79,320.74,3.9,8.45,2.21,0.0,4.46,17.67,0.0,3.22,0.0,2.13,0.46,5.16,5.93,0.0,1.75,21.63,4.1,3.41,243.53,1.46,1.09,125.42,1.87,1.21,2.47,6.14,11.56,6.51,10.96,7.8,4.4,14.9,46.28,8.91,2.24,27.94,203.9,6.45,94.48,1.16,7.3,118.24,10.22,17.81,5.29,117.52,7.29,8.82,69.03,68.5,7.91,12.12,28.2,31.95,4.04,135.43,9.02,3.61,6.19,58.53,9.49,1.24,14.34,0.0,199.52,6.26,4.1,8.32,56.63,2.48,21.38,9.74,147.57,14.86,3.98,118.83,9.27,11.62,1.3,8.06,25.75,6.51,8.08,81.87,246.39,9.32,24.15,17.75,18.75,8.7,11.08,4.38,10.27,11.36,10.48,10.0,12.3,16.82,13.79,78.0,15.37,9.72,5.47,14.6,12.4,12.93,3.21,7.34,3.01,7.16,129.63,10.31,57.52,17.21,6.51,23.89,15.1,77.41,9.63,4.65,13.99,14.52,67.69,4.66,9.69,5.29,0.0,4.05,69.09,9.63,12.45,11.85,10.59,28.41,7.26,4.99,4.67,127.77,8.95
papola,32.93,41.87,469.5,1598.05,24.77,932.16,1058.98,591.1,3.0,148.67,35.56,237.19,310.32,14.65,52.43,3.28,1034.69,60.19,524.84,162.26,12.0,737.81,214.13,1701.18,166.68,944.18,230.73,907.55,536.74,615.35,19.79,800.06,532.89,581.87,666.01,381.34,582.0,240.08,1536.98,656.45,487.27,798.0,0.0,385.62,745.36,318.45,247.0,921.1,309.85,168.24,147.94,24.72,72.98,640.9,1164.32,1473.0,523.38,1115.47,186.38,485.28,233.69,938.12,794.16,1825.0,703.87,497.59,1628.02,259.44,333.07,9.29,1344.17,1767.73,1906.22,230.0,897.17,1132.13,1427.62,2844.34,391.18,798.61,210.84,390.52,186.77,69.01,427.48,286.81,775.72,757.32,140.0,328.75,110.38,1940.59,410.17,199.28,235.26,1136.27,414.1,892.0,308.96,325.76,248.6,465.91,1025.62,264.86,84.18,570.39,611.73,224.76,375.02,664.49,974.9,393.24,207.84,26.47,242.15,500.21,63.31,422.95,491.94,364.25,147.78,50.73,108.12,206.59,556.56,115.47,213.38,309.24,139.06,1026.92,420.23,953.8,1074.61,528.0,2.73,339.18,75.5,75.69,1333.44,304.28,276.51,108.86,932.13,684.18,218.0,205.41,188.45,30.42,625.23,329.49,113.8,310.88,357.13,292.87,203.78,919.58,83.76,5.23,3.31,160.78,590.75,887.47,178.19,116.19,266.31,817.05,41.71,2674.53,292.27,1898.71,1787.08,119.79,704.43,0.0,64.19,390.81,805.36,82.12,4.89,5.77,500.44,328.1,169.93,656.53,717.4,514.04,651.02,476.68
papolb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,406.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
papolg,3.97,7.38,1.15,0.0,4.45,3.37,19.6,7.08,2.32,6.64,5.73,420.54,5.14,3.21,159.2,0.0,609.82,874.84,731.52,1.0,143.57,2.08,380.79,3.0,11.92,3.19,1.01,1.05,3.71,1.02,935.98,158.04,3.98,19.39,0.0,1.03,4.57,338.15,833.98,718.83,3.3,2.29,2.93,1.36,35.87,129.75,0.9,1.14,372.64,1.2,2.84,1.39,8.34,8.48,749.13,2.0,1.0,2.14,21.25,0.0,899.61,2.01,0.0,7.24,4.86,0.82,1.0,4.01,3.74,5.82,32.5,2.3,0.0,126.08,0.0,1.01,6.79,349.24,3.44,2.01,61.83,269.75,18.93,21.04,1.92,383.56,106.92,157.71,43.16,182.4,11.58,77.75,4.31,667.94,3.05,125.15,3.07,8.42,79.47,22.85,4.13,5.66,6.19,201.68,207.26,11.96,98.59,593.37,200.58,87.6,62.0,5.97,300.94,8.9,22.43,7.13,1.03,3.23,142.21,652.52,312.83,80.71,6.25,32.6,6.3,246.36,3.23,4.33,3.56,10.15,38.48,12.05,2.59,9.09,5.28,577.4,183.79,3.73,0.0,124.64,305.77,0.0,3.69,3.9,228.24,81.19,8.11,26.36,2.44,280.54,411.74,3.35,5.49,9.74,2.36,83.68,3.08,1.73,1.05,5.56,311.2,403.18,233.85,5.3,4.49,334.56,541.14,1.54,3.37,7.07,394.34,6.63,14.5,419.86,2.02,268.03,79.75,5.12,161.11,304.29,84.23,1.37,1.0,472.79,96.78,166.08,47.22,569.81
pappa,0.0,3.0,0.0,0.0,0.0,1.0,0.0,264.89,2.0,0.0,1.0,0.0,1.0,0.0,322.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228.0,0.0,30.0,1.0,0.0,0.0,1.0,0.0,216.92,5.0,86.0,0.0,0.0,0.0,4.0,2.0,117.23,0.0,0.0,9.0,15.0,187.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,13.99,2.0,38.88,878.42,0.0,336.99,0.0,0.0,1.0,149.97,0.0,1.0,5.0,826.09,0.0,1.0,0.0,0.0,1.0,0.0,0.0,333.0,0.0,2.0,421.0,86.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,19.0,0.0,259.0,46.0,29.0,0.0,0.0,0.0,1.0,85.0,0.0,1.0,0.0,0.0,0.0,109.0,10.0,0.0,0.0,0.0,0.0,74.67,0.0,2.0,43.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,147.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,16.22,0.0,2.0,0.0,0.0,0.0,483.0,0.0,121.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,57.0,0.0,107.0,23.0,0.0,0.0,10.0,17.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pappa2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
papss1,2.0,289.0,1.0,10.0,209.0,65.0,1.0,540.0,300.88,599.0,384.0,0.0,64.0,1.0,0.0,23.0,878.08,83.0,0.0,796.91,0.0,3.0,14.0,135.0,8.0,21.0,188.0,104.0,55.0,318.11,1172.72,269.0,13.0,0.0,622.0,78.0,1717.92,358.0,666.0,933.58,787.02,85.0,2.0,580.0,159.0,38.0,272.0,1.0,443.0,19.0,1.0,23.0,290.0,1.0,33.0,398.0,0.0,1.0,1378.92,493.0,36.0,56.0,1.0,224.0,420.0,1104.99,2870.69,2.0,1.0,1.0,1.0,157.0,227.0,147.0,0.0,1.0,820.97,2.0,145.0,0.0,52.0,95.0,13.0,44.0,74.0,36.0,259.0,303.0,39.0,265.0,97.0,1342.98,22.12,14.0,631.0,332.0,228.0,257.0,72.0,186.0,192.84,515.0,69.0,359.0,159.0,34.0,343.0,636.99,206.0,322.0,127.07,38.0,83.99,0.0,87.0,171.0,43.0,204.0,724.56,374.0,190.0,96.0,55.0,0.0,15.0,1291.0,153.0,111.0,0.0,672.33,1326.82,0.0,0.0,0.0,0.0,2.0,253.0,1.0,414.0,430.0,91.0,1417.06,67.0,0.0,0.0,75.0,0.0,0.0,130.0,729.0,123.0,15.0,1155.0,0.0,335.0,535.01,1.0,61.0,44.43,36.0,0.0,0.0,456.0,0.0,8.0,2.0,85.0,367.0,22.0,4.0,0.0,531.07,1.0,105.0,570.04,170.07,1359.99,42.0,131.0,0.0,0.0,151.0,39.0,1.0,116.15,0.0,76.0,38.0
papss2,0.0,0.0,0.0,1.0,0.0,1.0,0.0,47.0,0.0,0.0,0.0,246.36,0.0,1.0,1.0,0.0,10.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,8.0,0.0,0.0,23.0,1.0,0.0,5.0,163.87,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.93,0.0,1.0,129.01,234.48,159.0,10.0,1.0,7.0,1.0,76.97,375.95,516.98,1.0,0.0,1.0,0.0,0.0,726.48,0.0,0.0,1.0,0.0,358.97,0.0,60.0,7.0,71.61,0.0,1.0,0.0,0.0,161.87,0.0,1.0,0.0,0.0,212.95,47.0,20.0,1.0,0.0,0.0,29.0,3.0,0.0,10.0,8.0,0.0,0.0,0.0,61.0,0.0,0.0,1.0,9.0,0.0,14.0,184.01,7.0,139.0,0.0,9.0,0.0,122.56,7.0,0.0,82.33,33.0,0.0,52.0,62.99,0.0,15.0,0.0,134.0,0.0,127.0,49.0,14.0,0.0,0.0,267.0,96.93,0.0,0.0,0.0,0.0,0.0,280.6,0.0,78.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,109.0,1.0,0.0,164.91,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,303.01,0.0,5.0,0.0,0.0,19.0,0.0,507.53,0.0,3.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
paqr3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,11.01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,1.0,0.0,5.0,1.0,12.0,0.0,17.0,0.0,11.0,1.0,2.0,0.0,0.0,0.0,154.01,0.0,504.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,254.0,0.0,0.0,0.0,0.0,225.94,0.0,200.0,0.0,4.0,746.51,386.04,0.0,0.0,0.0,21.11,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,33.96,0.0,52.0,0.0,0.0,0.0,0.0,36.0,5.0,10.0,0.0,21.0,2.0,0.0,0.0,1.0,19.0,0.0,11.0,0.0,4.0,64.0,3.0,1.0,0.0,105.0,0.0,2.0,0.0,1.0,17.0,0.0,192.0,0.0,3.0,14.0,19.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,80.0,87.84,0.0,3.0,0.0,0.0,0.0,18.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,43.0,0.0,0.0,0.0,0.0,0.0,129.0,0.0,0.0,199.0,272.0,0.0,0.0,234.99,0.0,94.0,0.0,0.0,0.0,15.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,337.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0
paqr4,0.0,24.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,53.55,3.0,2.0,0.0,0.0,0.0,0.0,97.02,0.0,11.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.71,36.0,0.0,0.0,0.0,0.0,28.43,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,1.0,0.0,42.0,55.0,9.0,0.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,169.0,0.0,0.0,0.0,31.06,0.0,0.0,0.0,0.0,20.0,43.07,2.0,0.0,0.0,0.0,0.0,21.0,11.0,2.0,0.0,7.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,51.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,24.0,5.0,1.0,0.0,71.0,29.0,1.0,0.0,3.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,53.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,44.0,1.84,5.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,30.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.03
paqr5,2.91,1.41,1.05,1.05,2.51,5.47,0.0,3.25,2.02,11.24,3.08,6.16,10.01,3.36,304.05,0.85,1.0,1.79,0.99,7.07,4.3,0.0,1.55,1.02,0.0,0.76,0.0,2.97,0.0,1.03,3.46,4.0,0.0,16.5,3.0,1.02,2.93,0.82,0.0,0.0,6.43,0.0,0.0,0.0,0.78,5.0,28.81,1.12,0.0,0.0,2.46,2.51,0.0,2.9,0.0,9.23,0.0,0.79,0.93,2.59,2.71,0.97,0.94,1.51,0.0,1.01,0.0,1.04,23.92,0.0,2.01,45.52,0.95,0.0,166.98,2.85,8.19,7.95,0.0,517.59,5.66,3.93,2.11,0.0,6.15,16.56,4.64,4.01,0.0,1.48,5.87,6.7,1.51,5.01,1.99,6.09,57.15,25.07,3.88,43.76,4.01,1.01,6.04,2.53,9.79,4.67,20.21,5.31,48.16,5.61,1.35,2.47,2.0,108.05,1.95,3.24,0.0,15.84,2.0,6.48,0.97,11.81,8.92,1.8,5.76,3.5,3.16,272.0,73.46,8.73,2.77,2.01,1.39,8.48,0.1,1.75,4.11,3.11,8.63,1.07,7.56,6.67,5.74,3.6,1.87,8.94,8.03,8.22,11.34,1.35,2.5,1.24,1.7,2.9,1.45,2.02,0.0,1.98,8.9,3.77,79.25,4.89,3.04,6.41,79.79,1.78,83.08,1.98,5.8,7.67,1.13,1.98,1.21,2.19,2.86,52.86,1.84,1.73,1.03,3.02,5.01,0.0,0.0,5.48,2.09,1.01,6.35,61.04
paqr6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
